"'data_estimativa'";"data_pagamento";"base_de_calculo";"perc_transmitido";"'finalidade_construcao'";"'logradouro'";"n_endereco";"n_unidade";"'complemento_endereco'";"'bairro'";"cep";"area_total_terreno";"area_constr_total";"area_constr_privativa";"ano_construcao";"'n_matricula_reg_imoveis'";"'n_zona_reg_imoveis'";"'situacao'"
"'2020-02-18'";"2020-02-18 00:00:00";"155000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua barao de sao borja'";"480""";"";"'apto 0603 edf yucatan'";"'Boa Vista'";"";"1190,0";"56,5";"56,5";"1983""";"''";"''";"'CONCLUIDO'"
"'2020-02-17'";"2020-02-17 00:00:00";"30994.88";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dom bosco'";"546""";"";"'garagem 43 res romeira'";"'Boa Vista'";"";"2290,81";"20,34";"20,34";"2010""";"''";"''";"'CONCLUIDO'"
"'2020-02-17'";"2020-02-17 00:00:00";"30994.88";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dom bosco'";"546""";"";"'garagem 44 res romeira'";"'Boa Vista'";"";"2290,81";"20,34";"20,34";"2010""";"''";"''";"'CONCLUIDO'"
"'2020-08-11'";"2020-08-11 00:00:00";"120000.00";"100.00";"'Apartamento <= 4 Pavimentos'";"'rua dos medicis'";"27""";"";"'apto 3 edf medicis'";"'Boa Vista'";"";"165,6";"47,0";"47,0";"1965""";"''";"''";"'CONCLUIDO'"
"'2020-05-11'";"2020-05-11 00:00:00";"579642.92";"100.00";"'Apartamento > 4 Pavimentos'";"'rua luiz barbalho'";"120""";"";"'apto 0102 edf antonio alves'";"'Boa Vista'";"";"1126,39";"248,78";"248,78";"1994""";"''";"''";"'CONCLUIDO'"
"'2020-04-15'";"2020-04-15 00:00:00";"399425.71";"100.00";"'Apartamento > 4 Pavimentos'";"'rua luiz barbalho'";"142""";"";"'apto 0301 edf ana alves'";"'Boa Vista'";"";"1128,0";"204,09";"204,09";"1983""";"''";"''";"'CONCLUIDO'"
"'2020-02-20'";"2020-02-20 00:00:00";"160000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av governador carlos de lima cavalcanti'";"63""";"";"'apto 0204 edf derby cidade'";"'Boa Vista'";"";"964,8";"56,4";"56,4";"1994""";"''";"''";"'CONCLUIDO'"
"'2020-10-22'";"2020-10-22 00:00:00";"150000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av governador carlos de lima cavalcanti'";"63""";"";"'apto 102 edf derby cidade'";"'Boa Vista'";"";"964,8";"56,4";"56,4";"1994""";"''";"''";"'CONCLUIDO'"
"'2020-05-21'";"2020-05-21 00:00:00";"165000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dos medicis'";"30""";"";"'apto 0204 edf villa rica'";"'Boa Vista'";"";"1142,44";"62,86";"62,86";"1991""";"''";"''";"'CONCLUIDO'"
"'2020-06-04'";"2020-06-04 00:00:00";"182500.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dos medicis'";"30""";"";"'apto 1004 edf villa rica'";"'Boa Vista'";"";"1142,44";"62,86";"62,86";"1991""";"''";"''";"'CONCLUIDO'"
"'2020-10-15'";"2020-10-15 00:00:00";"393478.40";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dom bosco'";"632""";"";"'apto 0304 edf rita de cássia'";"'Boa Vista'";"";"1999,0";"208,57";"208,57";"1971""";"''";"''";"'CONCLUIDO'"
"'2020-04-14'";"2020-04-14 00:00:00";"450000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dom bosco'";"632""";"";"'apto 1203 edf rita de cássia'";"'Boa Vista'";"";"1999,0";"208,57";"208,57";"1971""";"''";"''";"'CONCLUIDO'"
"'2020-03-18'";"2020-03-18 00:00:00";"500000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua luiz barbalho'";"167""";"";"'apto 0502 edf itaúna'";"'Boa Vista'";"";"804,89";"198,3";"198,3";"1980""";"''";"''";"'CONCLUIDO'"
"'2020-11-20'";"2020-11-20 00:00:00";"990407.94";"100.00";"'Casa'";"'rua silva ramos'";"51""";"";"''";"'Boa Vista'";"";"540,0";"199,83";"199,83";"1939""";"''";"''";"'CONCLUIDO'"
"'2020-02-03'";"2020-02-03 00:00:00";"6880786.00";"100.00";"'Edificação Especial'";"'rua dom bosco'";"961""";"";"'sala 203 bloco 02 santa joana diagnóstico'";"'Boa Vista'";"";"2295,25";"525,4";"525,4";"2023""";"''";"''";"'CONCLUIDO'"
"'2020-11-19'";"2020-11-19 00:00:00";"1.00";"100.00";"'Loja <= 4 Pavimentos'";"'rua dom bosco'";"913""";"";"''";"'Boa Vista'";"";"2374,0";"2043,12";"2043,12";"1971""";"''";"''";"'CONCLUIDO'"
"'2020-02-03'";"2020-02-03 00:00:00";"1542868.00";"100.00";"'Edificação Especial'";"'rua artur orlando'";"65""";"";"''";"'Boa Vista'";"";"564,43";"178,33";"178,33";"2001""";"''";"''";"'CONCLUIDO'"
"'2020-04-20'";"2020-04-20 00:00:00";"475000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua paissandu'";"200""";"";"'apto 0801 edf barão do paissandu'";"'Boa Vista'";"";"1635,24";"173,39";"173,39";"1978""";"''";"''";"'CONCLUIDO'"
"'2020-07-29'";"2020-07-29 00:00:00";"1725949.00";"100.00";"'Casa'";"'rua mario domingues'";"86""";"";"''";"'Boa Vista'";"";"449,5";"439,67";"439,67";"1997""";"''";"''";"'CONCLUIDO'"
"'2020-10-16'";"2020-10-16 00:00:00";"3231566.00";"100.00";"'Edificação Especial'";"'rua joaquim de brito'";"228""";"";"''";"'Boa Vista'";"";"810,0";"1046,14";"1046,14";"2014""";"''";"''";"'CONCLUIDO'"
"'2020-05-27'";"2020-05-27 00:00:00";"332431.37";"100.00";"'Sala > 4 Pavimentos'";"'rua general joaquim inacio'";"412""";"";"'sala 1102 edf jadan center'";"'Boa Vista'";"";"727,89";"154,94";"154,94";"1991""";"''";"''";"'CONCLUIDO'"
"'2020-05-27'";"2020-05-27 00:00:00";"371403.70";"100.00";"'Sala > 4 Pavimentos'";"'rua general joaquim inacio'";"412""";"";"'sala 1101 edf jadan center'";"'Boa Vista'";"";"727,89";"140,99";"140,99";"1991""";"''";"''";"'CONCLUIDO'"
"'2020-11-06'";"2020-11-06 00:00:00";"302500.96";"100.00";"'Sala > 4 Pavimentos'";"'rua general joaquim inacio'";"412""";"";"'sala 0701 edf jadan center'";"'Boa Vista'";"";"727,89";"140,99";"140,99";"1991""";"''";"''";"'CONCLUIDO'"
"'2020-11-03'";"2020-11-03 00:00:00";"332431.37";"100.00";"'Sala > 4 Pavimentos'";"'rua general joaquim inacio'";"412""";"";"'sala 0702 edf jadan center'";"'Boa Vista'";"";"727,89";"154,94";"154,94";"1991""";"''";"''";"'CONCLUIDO'"
"'2020-06-09'";"2020-06-09 00:00:00";"1260000.00";"100.00";"'Sala > 4 Pavimentos'";"'rua general joaquim inacio'";"412""";"";"'sala 1201 edf jadan center'";"'Boa Vista'";"";"727,89";"297,17";"297,17";"1991""";"''";"''";"'CONCLUIDO'"
"'2020-02-18'";"2020-02-18 00:00:00";"5100000.00";"100.00";"'Edificação Especial'";"'rua das fronteiras'";"212""";"";"''";"'Boa Vista'";"";"506,6";"611,28";"611,28";"1998""";"''";"''";"'CONCLUIDO'"
"'2020-02-18'";"2020-02-18 00:00:00";"5100000.00";"100.00";"'Edificação Especial'";"'rua das fronteiras'";"212""";"";"''";"'Boa Vista'";"";"506,6";"611,28";"611,28";"1998""";"''";"''";"'CONCLUIDO'"
"'2020-06-18'";"2020-06-18 00:00:00";"300000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua paissandu'";"381""";"";"'apto 0802 bloco a'";"'Paissandu'";"";"1925,0";"134,0";"134,0";"1976""";"''";"''";"'CONCLUIDO'"
"'2020-01-17'";"2020-01-17 00:00:00";"117000.00";"100.00";"'Apartamento <= 4 Pavimentos'";"'rua do principe'";"325""";"";"'apto 0204 edf samambaia'";"'Boa Vista'";"";"600,0";"53,0";"53,0";"1970""";"''";"''";"'CONCLUIDO'"
"'2020-09-02'";"2020-09-02 00:00:00";"110000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conde da boa vista'";"1016""";"";"'apto 0124 edf modulo'";"'Soledade'";"";"968,25";"35,45";"35,45";"1972""";"''";"''";"'CONCLUIDO'"
"'2020-03-11'";"2020-03-11 00:00:00";"1300000.00";"100.00";"'Loja <= 4 Pavimentos'";"'av conde da boa vista'";"652""";"";"'andar terreo'";"'Soledade'";"";"447,67";"299,0";"299,0";"1962""";"''";"''";"'CONCLUIDO'"
"'2020-08-10'";"2020-08-10 00:00:00";"22564000.00";"100.00";"'Loja <= 4 Pavimentos'";"'av conde da boa vista'";"770""";"";"'loja 01'";"'Soledade'";"";"3883,98";"3143,99";"3143,99";"2010""";"''";"''";"'CONCLUIDO'"
"'2020-10-23'";"2020-10-23 00:00:00";"22564000.00";"100.00";"'Loja <= 4 Pavimentos'";"'av conde da boa vista'";"770""";"";"'loja 01'";"'Soledade'";"";"3883,98";"3143,99";"3143,99";"2010""";"''";"''";"'CONCLUIDO'"
"'2020-09-30'";"2020-09-30 00:00:00";"22564000.00";"100.00";"'Loja <= 4 Pavimentos'";"'av conde da boa vista'";"770""";"";"'loja 01'";"'Soledade'";"";"3883,98";"3143,99";"3143,99";"2010""";"''";"''";"'CONCLUIDO'"
"'2020-10-23'";"2020-10-23 00:00:00";"22564000.00";"100.00";"'Loja <= 4 Pavimentos'";"'av conde da boa vista'";"770""";"";"'loja 02'";"'Soledade'";"";"3883,98";"2774,95";"2774,95";"2010""";"''";"''";"'CONCLUIDO'"
"'2020-10-23'";"2020-10-23 00:00:00";"22564000.00";"100.00";"'Loja <= 4 Pavimentos'";"'av conde da boa vista'";"770""";"";"'loja 02'";"'Soledade'";"";"3883,98";"2774,95";"2774,95";"2010""";"''";"''";"'CONCLUIDO'"
"'2020-10-26'";"2020-10-26 00:00:00";"31088100.00";"100.00";"'Loja <= 4 Pavimentos'";"'av conde da boa vista'";"770""";"";"'loja 02'";"'Soledade'";"";"3883,98";"2774,95";"2774,95";"2010""";"''";"''";"'CONCLUIDO'"
"'2020-10-23'";"2020-10-23 00:00:00";"40550000.00";"100.00";"'Loja <= 4 Pavimentos'";"'av conde da boa vista'";"770""";"";"'loja 03'";"'Soledade'";"";"3883,98";"4811,08";"4811,08";"2010""";"''";"''";"'CONCLUIDO'"
"'2020-08-31'";"2020-08-31 00:00:00";"31088100.00";"100.00";"'Loja <= 4 Pavimentos'";"'av conde da boa vista'";"770""";"";"'loja 03'";"'Soledade'";"";"3883,98";"4811,08";"4811,08";"2010""";"''";"''";"'CONCLUIDO'"
"'2020-12-23'";"2020-12-23 00:00:00";"244000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua do riachuelo'";"521""";"";"'apto 0401 edf alexandre médicis'";"'Boa Vista'";"";"864,4";"84,0";"84,0";"1971""";"''";"''";"'CONCLUIDO'"
"'2020-06-26'";"2020-06-26 00:00:00";"126460.21";"100.00";"'Apartamento > 4 Pavimentos'";"'rua do riachuelo'";"453""";"";"'apto 1004 bloco b - edf riachuelo'";"'Boa Vista'";"";"1544,5";"46,0";"46,0";"1964""";"''";"''";"'CONCLUIDO'"
"'2020-02-10'";"2020-02-10 00:00:00";"8000000.00";"100.00";"'Loja <= 4 Pavimentos'";"'av conde da boa vista'";"332""";"";"'loja 1'";"'Boa Vista'";"";"2463,88";"968,16";"968,16";"1987""";"''";"''";"'CONCLUIDO'"
"'2020-08-11'";"2020-08-11 00:00:00";"99319.26";"100.00";"'Apartamento > 4 Pavimentos'";"'av conde da boa vista'";"514""";"";"'apto 0904 edf pasteur'";"'Boa Vista'";"";"450,0";"55,0";"55,0";"1972""";"''";"''";"'CONCLUIDO'"
"'2020-05-21'";"2020-05-21 00:00:00";"190468.77";"100.00";"'Apartamento > 4 Pavimentos'";"'rua gervasio pires'";"332""";"";"'apto 0601 edf santa cruz'";"'Boa Vista'";"";"448,5";"91,03";"91,03";"1973""";"''";"''";"'CONCLUIDO'"
"'2020-09-10'";"2020-09-10 00:00:00";"115367.56";"100.00";"'Apartamento > 4 Pavimentos'";"'rua gervasio pires'";"356""";"";"'apto 0703 edf carolina'";"'Boa Vista'";"";"215,08";"41,46";"41,46";"1971""";"''";"''";"'CONCLUIDO'"
"'2020-08-12'";"2020-08-12 00:00:00";"104294.83";"100.00";"'Sala > 4 Pavimentos'";"'rua jose de alencar'";"44""";"";"'apto 053a edf ambassador'";"'Boa Vista'";"";"1740,0";"43,7";"43,7";"1969""";"''";"''";"'CONCLUIDO'"
"'2020-02-11'";"2020-02-11 00:00:00";"100000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua jose de alencar'";"44""";"";"'apto 093b edf ambassador'";"'Boa Vista'";"";"1740,0";"48,0";"48,0";"1969""";"''";"''";"'CONCLUIDO'"
"'2020-08-25'";"2020-08-25 00:00:00";"106883.35";"100.00";"'Loja > 4 Pavimentos'";"'rua jose de alencar'";"44""";"";"'loja 116a edf ambassador'";"'Boa Vista'";"";"1740,0";"45,7";"45,7";"1969""";"''";"''";"'CONCLUIDO'"
"'2020-09-17'";"2020-09-17 00:00:00";"114515.20";"100.00";"'Sala > 4 Pavimentos'";"'rua do giriquiti'";"140""";"";"'sala 0305 edf emp giriquiti'";"'Boa Vista'";"";"800,0";"51,63";"51,63";"2003""";"''";"''";"'CONCLUIDO'"
"'2020-01-06'";"2020-01-06 00:00:00";"100000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conde da boa vista'";"311""";"";"'apto 0204 edf santa apolonia'";"'Boa Vista'";"";"271,35";"36,2";"36,2";"1963""";"''";"''";"'CONCLUIDO'"
"'2020-07-10'";"2020-07-10 00:00:00";"85000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conde da boa vista'";"311""";"";"'apto 0802 edf santa apolonia'";"'Boa Vista'";"";"271,35";"32,9";"32,9";"1963""";"''";"''";"'CONCLUIDO'"
"'2020-03-17'";"2020-03-17 00:00:00";"190000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua da conceicao'";"200""";"";"'apto 0022 edf gervásio pires'";"'Boa Vista'";"";"410,0";"83,17";"83,17";"1958""";"''";"''";"'CONCLUIDO'"
"'2020-05-06'";"2020-05-06 00:00:00";"367351.31";"100.00";"'Loja <= 4 Pavimentos'";"'rua gervasio pires'";"212""";"";"''";"'Boa Vista'";"";"208,37";"153,7";"153,7";"1939""";"''";"''";"'CONCLUIDO'"
"'2020-10-29'";"2020-10-29 00:00:00";"600000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua do giriquiti'";"205""";"";"'apto 3 edf barao do rio branco'";"'Boa Vista'";"";"1080,0";"280,0";"280,0";"1969""";"''";"''";"'CONCLUIDO'"
"'2020-10-30'";"2020-10-30 00:00:00";"667000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua do giriquiti'";"205""";"";"'apto 4 edf barao do rio branco'";"'Boa Vista'";"";"1080,0";"280,0";"280,0";"1969""";"''";"''";"'CONCLUIDO'"
"'2020-12-22'";"2020-12-22 00:00:00";"707632.19";"100.00";"'Casa'";"'rua do giriquiti'";"195""";"";"''";"'Boa Vista'";"";"299,4";"177,52";"177,52";"1939""";"''";"''";"'CONCLUIDO'"
"'2020-10-16'";"2020-10-16 00:00:00";"186855.80";"100.00";"'Apartamento <= 4 Pavimentos'";"'av manoel borba'";"378""";"";"'apto 0102 bloco a'";"'Boa Vista'";"";"865,0";"73,0";"73,0";"1967""";"''";"''";"'CONCLUIDO'"
"'2020-09-24'";"2020-09-24 00:00:00";"300000.00";"100.00";"'Casa'";"'rua gervasio pires'";"143""";"";"''";"'Boa Vista'";"";"112,8";"135,9";"135,9";"1939""";"''";"''";"'CONCLUIDO'"
"'2020-12-14'";"2020-12-14 00:00:00";"200000.00";"100.00";"'Apartamento <= 4 Pavimentos'";"'av manoel borba'";"361""";"";"'apto 0601 edf daniel rodrigues'";"'Boa Vista'";"";"898,93";"79,0";"79,0";"1969""";"''";"''";"'CONCLUIDO'"
"'2020-09-10'";"2020-09-10 00:00:00";"120000.00";"100.00";"'Apartamento <= 4 Pavimentos'";"'rua barao de sao borja'";"280""";"";"'apto 0202'";"'Boa Vista'";"";"273,0";"80,0";"80,0";"1969""";"''";"''";"'CONCLUIDO'"
"'2020-02-10'";"2020-02-10 00:00:00";"420000.00";"100.00";"'Loja <= 4 Pavimentos'";"'rua rosario da boa vista'";"134""";"";"''";"'Boa Vista'";"";"93,5";"93,5";"93,5";"1939""";"''";"''";"'CONCLUIDO'"
"'2020-02-11'";"2020-02-11 00:00:00";"200000.00";"100.00";"'Loja <= 4 Pavimentos'";"'rua gervasio pires'";"46""";"";"''";"'Boa Vista'";"";"57,75";"57,75";"57,75";"1973""";"''";"''";"'CONCLUIDO'"
"'2020-07-21'";"2020-07-21 00:00:00";"95000.00";"100.00";"'Apartamento <= 4 Pavimentos'";"'av manoel borba'";"71""";"";"'apto 0201 edf katiana'";"'Boa Vista'";"";"370,5";"62,5";"62,5";"1971""";"''";"''";"'CONCLUIDO'"
"'2020-01-21'";"2020-01-21 00:00:00";"9737398.00";"100.00";"'Hotel'";"'prc maciel pinheiro'";"66""";"";"''";"'Boa Vista'";"";"576,0";"3323,15";"3323,15";"1959""";"''";"''";"'CONCLUIDO'"
"'2020-08-26'";"2020-08-26 00:00:00";"260000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua jose de alencar'";"438""";"";"'apto 0302 edf roraima'";"'Boa Vista'";"";"1227,06";"92,59";"92,59";"1989""";"''";"''";"'CONCLUIDO'"
"'2020-08-27'";"2020-08-27 00:00:00";"244625.98";"100.00";"'Apartamento > 4 Pavimentos'";"'rua jose de alencar'";"438""";"";"'apto 0507 edf roraima'";"'Boa Vista'";"";"1227,06";"79,1";"79,1";"1989""";"''";"''";"'CONCLUIDO'"
"'2020-09-30'";"2020-09-30 00:00:00";"136000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua jose de alencar'";"456""";"";"'apto 0210 bloco a'";"'Boa Vista'";"";"1982,13";"48,98";"48,98";"1985""";"''";"''";"'CONCLUIDO'"
"'2020-09-03'";"2020-09-03 00:00:00";"130744.53";"100.00";"'Apartamento > 4 Pavimentos'";"'rua jose de alencar'";"456""";"";"'apto 0503 bloco b'";"'Boa Vista'";"";"1982,13";"48,89";"48,89";"1985""";"''";"''";"'CONCLUIDO'"
"'2020-07-21'";"2020-07-21 00:00:00";"196350.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua jose de alencar'";"500""";"";"'apto 0403 edf ébano'";"'Boa Vista'";"";"1221,88";"71,9";"71,9";"1974""";"''";"''";"'CONCLUIDO'"
"'2020-12-01'";"2020-12-01 00:00:00";"743329.13";"100.00";"'Sala <= 4 Pavimentos'";"'rua marques amorim'";"99""";"";"''";"'Boa Vista'";"";"577,44";"382,7";"382,7";"1939""";"''";"''";"'CONCLUIDO'"
"'2020-01-21'";"2020-01-21 00:00:00";"119000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua jose de alencar'";"493""";"";"'apto 0408 edf arpege'";"'Boa Vista'";"";"1277,35";"58,0";"58,0";"1975""";"''";"''";"'CONCLUIDO'"
"'2020-09-01'";"2020-09-01 00:00:00";"158991.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua jose de alencar'";"447""";"";"'apto 0209 edf camacari'";"'Boa Vista'";"";"2374,87";"65,96";"65,96";"1979""";"''";"''";"'CONCLUIDO'"
"'2020-11-09'";"2020-11-09 00:00:00";"158991.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua jose de alencar'";"447""";"";"'apto 0209 edf camacari'";"'Boa Vista'";"";"2374,87";"65,96";"65,96";"1979""";"''";"''";"'CONCLUIDO'"
"'2020-01-07'";"2020-01-07 00:00:00";"220000.00";"100.00";"'Casa'";"'rua velha'";"303""";"";"''";"'Boa Vista'";"";"155,0";"93,22";"93,22";"1939""";"''";"''";"'CONCLUIDO'"
"'2020-12-01'";"2020-12-01 00:00:00";"235945.81";"100.00";"'Casa'";"'rua leao coroado'";"20""";"";"''";"'Boa Vista'";"";"145,0";"204,0";"204,0";"1939""";"''";"''";"'CONCLUIDO'"
"'2020-04-06'";"2020-04-06 00:00:00";"357610.00";"100.00";"'Casa'";"'rua da alegria'";"159""";"";"''";"'Boa Vista'";"";"322,0";"205,8";"205,8";"1939""";"''";"''";"'CONCLUIDO'"
"'2020-02-12'";"2020-02-12 00:00:00";"200000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua sao geraldo'";"127""";"";"'apto 0603 edf conde de sevilha'";"'Santo Amaro'";"";"2307,6";"88,5";"88,5";"1985""";"''";"''";"'CONCLUIDO'"
"'2020-02-12'";"2020-02-12 00:00:00";"200000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua sao geraldo'";"127""";"";"'apto 0603 edf conde de sevilha'";"'Santo Amaro'";"";"2307,6";"88,5";"88,5";"1985""";"''";"''";"'CONCLUIDO'"
"'2020-06-04'";"2020-06-04 00:00:00";"240000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua sao geraldo'";"127""";"";"'apto 0301 edf conde de sevilha'";"'Santo Amaro'";"";"2307,6";"88,5";"88,5";"1985""";"''";"''";"'CONCLUIDO'"
"'2020-10-14'";"2020-10-14 00:00:00";"180000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua da aurora'";"1071""";"";"'apto 1102 bloco a'";"'Santo Amaro'";"";"1794,0";"60,0";"60,0";"1970""";"''";"''";"'CONCLUIDO'"
"'2020-10-14'";"2020-10-14 00:00:00";"178464.89";"100.00";"'Apartamento > 4 Pavimentos'";"'rua da aurora'";"1071""";"";"'apto 1202 bloco a'";"'Santo Amaro'";"";"1794,0";"60,0";"60,0";"1970""";"''";"''";"'CONCLUIDO'"
"'2020-08-10'";"2020-08-10 00:00:00";"200000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua da aurora'";"1071""";"";"'apto 1802 bloco a'";"'Santo Amaro'";"";"1794,0";"60,0";"60,0";"1970""";"''";"''";"'CONCLUIDO'"
"'2020-12-03'";"2020-12-03 00:00:00";"150000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua da aurora'";"1071""";"";"'apto 1108 bloco b'";"'Santo Amaro'";"";"1794,0";"60,0";"60,0";"1970""";"''";"''";"'CONCLUIDO'"
"'2020-09-15'";"2020-09-15 00:00:00";"179701.37";"100.00";"'Apartamento > 4 Pavimentos'";"'rua da aurora'";"1071""";"";"'apto 1308 bloco b'";"'Santo Amaro'";"";"1794,0";"60,0";"60,0";"1970""";"''";"''";"'CONCLUIDO'"
"'2020-11-03'";"2020-11-03 00:00:00";"450000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua da aurora'";"1035""";"";"'apto 0072 bloco a'";"'Santo Amaro'";"";"834,6";"145,42";"145,42";"1955""";"''";"''";"'CONCLUIDO'"
"'2020-11-09'";"2020-11-09 00:00:00";"250000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua da aurora'";"1035""";"";"'apto 0174 bloco b'";"'Santo Amaro'";"";"834,6";"123,22";"123,22";"1955""";"''";"''";"'CONCLUIDO'"
"'2020-08-06'";"2020-08-06 00:00:00";"700000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua da aurora'";"999""";"";"'apto 1501 edf montreal'";"'Santo Amaro'";"";"805,54";"206,1";"206,1";"1982""";"''";"''";"'CONCLUIDO'"
"'2020-09-02'";"2020-09-02 00:00:00";"100000.00";"100.00";"'Apartamento <= 4 Pavimentos'";"'rua do sossego'";"280""";"";"'apto 0102 edf tijuca'";"'Santo Amaro'";"";"496,0";"46,0";"46,0";"1963""";"''";"''";"'CONCLUIDO'"
"'2020-10-23'";"2020-10-23 00:00:00";"100000.00";"100.00";"'Apartamento <= 4 Pavimentos'";"'rua do sossego'";"280""";"";"'apto 0201 edf tijuca'";"'Santo Amaro'";"";"496,0";"46,0";"46,0";"1963""";"''";"''";"'CONCLUIDO'"
"'2020-07-21'";"2020-07-21 00:00:00";"100000.00";"100.00";"'Apartamento <= 4 Pavimentos'";"'rua do sossego'";"280""";"";"'apto 0105 edf tijuca'";"'Santo Amaro'";"";"496,0";"46,0";"46,0";"1963""";"''";"''";"'CONCLUIDO'"
"'2020-10-21'";"2020-10-21 00:00:00";"240000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua do hospicio'";"859""";"";"'apto 0013 edf libano'";"'Santo Amaro'";"";"901,0";"173,7";"173,7";"1963""";"''";"''";"'CONCLUIDO'"
"'2020-11-16'";"2020-11-16 00:00:00";"330000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua da uniao'";"543""";"";"'apto 0102 edf união'";"'Santo Amaro'";"";"1028,0";"150,0";"150,0";"1956""";"''";"''";"'CONCLUIDO'"
"'2020-03-16'";"2020-03-16 00:00:00";"300000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua bispo cardoso ayres'";"366""";"";"'apto 0403 edf acauã'";"'Santo Amaro'";"";"884,0";"110,9";"110,9";"1972""";"''";"''";"'CONCLUIDO'"
"'2020-07-27'";"2020-07-27 00:00:00";"187502.27";"100.00";"'Apartamento > 4 Pavimentos'";"'rua da aurora'";"573""";"";"'apto 0703 edf caeté'";"'Santo Amaro'";"";"1192,01";"105,49";"105,49";"1964""";"''";"''";"'CONCLUIDO'"
"'2020-01-13'";"2020-01-13 00:00:00";"111000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua sete de setembro'";"464""";"";"'apto 0306 edf sete de setembro'";"'Boa Vista'";"";"420,0";"41,29";"41,29";"1970""";"''";"''";"'CONCLUIDO'"
"'2020-03-04'";"2020-03-04 00:00:00";"111000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua sete de setembro'";"464""";"";"'apto 0306 edf sete de setembro'";"'Boa Vista'";"";"420,0";"41,29";"41,29";"1970""";"''";"''";"'CONCLUIDO'"
"'2020-05-14'";"2020-05-14 00:00:00";"14998036.00";"100.00";"'Loja > 4 Pavimentos'";"'rua sete de setembro'";"267""";"";"''";"'Boa Vista'";"";"2116,24";"10149,0";"10149,0";"1974""";"''";"''";"'CONCLUIDO'"
"'2020-07-30'";"2020-07-30 00:00:00";"82000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua sete de setembro'";"238""";"";"'apto 0103 edf iran'";"'Boa Vista'";"";"687,0";"55,42";"55,42";"1957""";"''";"''";"'CONCLUIDO'"
"'2020-07-07'";"2020-07-07 00:00:00";"81138.24";"100.00";"'Apartamento > 4 Pavimentos'";"'rua sete de setembro'";"238""";"";"'apto 0201 edf iran'";"'Boa Vista'";"";"687,0";"52,26";"52,26";"1957""";"''";"''";"'CONCLUIDO'"
"'2020-07-09'";"2020-07-09 00:00:00";"81138.24";"100.00";"'Apartamento > 4 Pavimentos'";"'rua sete de setembro'";"238""";"";"'apto 0201 edf iran'";"'Boa Vista'";"";"687,0";"52,26";"52,26";"1957""";"''";"''";"'CONCLUIDO'"
"'2020-09-18'";"2020-09-18 00:00:00";"93285.62";"100.00";"'Apartamento > 4 Pavimentos'";"'rua sete de setembro'";"238""";"";"'apto 0803 edf iran'";"'Boa Vista'";"";"687,0";"55,42";"55,42";"1957""";"''";"''";"'CONCLUIDO'"
"'2020-06-22'";"2020-06-22 00:00:00";"290000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua sete de setembro'";"238""";"";"'apto 1105 edf iran'";"'Boa Vista'";"";"687,0";"82,62";"82,62";"1957""";"''";"''";"'CONCLUIDO'"
